"Delivery_Duration","Order_Type","Delivery_Person_Age","Delivery_Person_Tenure","Delivery_Person_Ratings","Vehicle_Type","Vehicle_Condition","Festival","Location_Type","Weather_Conditions","Road_Traffic_Conditions","Multiple_Deliveries","Grievances","Order_Placed_Picked_Duration"
45,"Meal ",35,8,4,"motorcycle",0,"No","Urban","Stormy","Jam ",1,"Y",5
40,"Drinks ",27,23,4.5,"motorcycle",0,"No","Urban","Cloudy","Jam",1,"N",10
39,"Drinks ",22,3,4.4,"motorcycle",2,"No","Semi-Urban","Windy","Jam ",1,"N",5
21,"Drinks ",31,19,4.7,"motorcycle",1,"No","Semi-Urban","Sunny","High ",1,"N",15
32,"Meal ",20,1,4.2,"scooter",2,"No","Metropolitan","Cloudy","Medium",0,"Y",5
26,"Snack ",23,3,4.9,"scooter",1,"No","Semi-Urban","Stormy","Medium",1,"N",15
26,"Drinks ",32,9,5,"scooter",1,"No","Metropolitan","Fog","Jam ",1,"N",10
25,"Meal ",25,8,4.8,"motorcycle",0,"No","Metropolitan","Sandstorms","Low ",0,"Y",20
25,"Meal ",39,14,4.9,"scooter",2,"No","Metropolitan","Sunny","Jam ",1,"N",5
31,"Drinks ",23,1,4.4,"electric_scooter",0,"No","Metropolitan","Stormy","Jam ",1,"N",15
15,"Buffet ",39,7,4.9,"motorcycle",1,"No","Semi-Urban","Fog","Low ",1,"N",5
19,"Drinks ",34,3,4.8,"scooter",2,"No","Metropolitan","Sandstorms","Medium",1,"N",10
18,"Snack ",29,4,4.6,"scooter",1,"No","Urban","Windy","Medium",1,"N",5
15,"Buffet ",33,15,4.9,"motorcycle",2,"No","Metropolitan","Fog","Medium",0,"Y",10
23,"Buffet ",25,14,5,"motorcycle",0,"No","Metropolitan","Fog","Low ",0,"N",10
13,"Drinks ",23,23,5,"motorcycle",0,"No","Urban","Sunny","Low",1,"N",15
25,"Buffet ",38,18,4.6,"motorcycle",2,"No","Urban","Sandstorms","Low",0,"N",15
22,"Drinks ",36,22,4.6,"motorcycle",0,"No","Urban","Sandstorms","High",0,"N",15
37,"Buffet ",27,16,4.9,"electric_scooter",0,"No","Metropolitan","Windy","Jam",0,"N",10
25,"Snack ",39,23,4.5,"scooter",2,"No","Metropolitan","Cloudy","Jam ",1,"N",10
21,"Buffet ",25,14,4.9,"motorcycle",1,"No","Metropolitan","Sandstorms","Low ",0,"Y",15
17,"Drinks ",28,16,4.9,"electric_scooter",2,"No","Urban","Sandstorms","Low ",0,"N",10
19,"Buffet ",28,15,4.7,"motorcycle",1,"No","Metropolitan","Stormy","Medium",1,"N",5
21,"Buffet ",20,21,4.9,"motorcycle",0,"No","Urban","Sunny","Low ",1,"Y",5
35,"Drinks ",33,3,4.4,"electric_scooter",1,"No","Metropolitan","Windy","Medium",1,"N",10
29,"Buffet ",30,7,4.8,"motorcycle",1,"No","Metropolitan","Fog","Medium",1,"N",5
37,"Drinks ",23,7,4,"scooter",1,"No","Metropolitan","Cloudy","Jam ",1,"N",5
21,"Snack ",25,7,4.5,"motorcycle",0,"No","Metropolitan","Stormy","Low ",1,"N",15
32,"Buffet ",39,7,4.6,"motorcycle",1,"No","Metropolitan","Fog","Jam ",1,"N",5
23,"Buffet ",37,22,4.9,"scooter",1,"No","Metropolitan","Sandstorms","Low ",0,"Y",5
18,"Meal ",34,18,4.6,"motorcycle",1,"No","Urban","Stormy","Low",1,"N",5
25,"Drinks ",29,16,4.6,"motorcycle",2,"No","Metropolitan","Cloudy","Low ",1,"N",10
31,"Snack ",20,17,4.3,"motorcycle",2,"No","Urban","Stormy","High",1,"N",10
23,"Buffet ",35,12,4.5,"scooter",1,"No","Semi-Urban","Fog","Low ",1,"N",5
17,"Snack ",38,19,4.6,"electric_scooter",1,"No","Urban","Windy","High",1,"Y",15
24,"Meal ",28,4,4.8,"scooter",1,"No","Metropolitan","Stormy","Low ",1,"N",5
17,"Drinks ",39,13,4.8,"scooter",2,"No","Metropolitan","Cloudy","Low ",0,"Y",10
51,"Meal ",34,13,4.3,"motorcycle",0,"No","Metropolitan","Windy","Jam ",1,"N",5
43,"Meal ",37,3,4.2,"electric_scooter",2,"No","Metropolitan","Windy","Jam ",2,"N",5
18,"Snack ",35,8,4.8,"motorcycle",1,"No","Metropolitan","Stormy","Low ",1,"N",15
25,"Drinks ",29,5,4.5,"scooter",1,"No","Metropolitan","Stormy","Low ",0,"Y",15
33,"Snack ",21,22,4.4,"scooter",2,"No","Urban","Fog","Jam ",1,"N",15
30,"Buffet ",20,18,4.7,"motorcycle",1,"No","Metropolitan","Stormy","Jam ",1,"N",5
21,"Snack ",32,21,4.9,"motorcycle",1,"No","Metropolitan","Stormy","Low ",1,"N",15
23,"Meal ",37,23,4.5,"scooter",2,"No","Metropolitan","Sunny","High ",1,"N",5
37,"Buffet ",24,3,3.7,"scooter",2,"No","Metropolitan","Cloudy","Low ",0,"N",5
31,"Snack ",34,15,4.4,"motorcycle",1,"No","Metropolitan","Windy","Jam ",1,"N",5
25,"Meal ",30,18,4.7,"motorcycle",1,"No","Metropolitan","Sandstorms","Jam ",1,"N",10
26,"Meal ",24,1,4.2,"motorcycle",0,"No","Metropolitan","Stormy","Low ",1,"N",5
35,"Buffet ",38,16,4.6,"motorcycle",0,"No","Urban","Windy","Jam",1,"Y",10
39,"Drinks ",28,13,4.5,"motorcycle",1,"No","Metropolitan","Stormy","Jam ",1,"N",5
37,"Snack ",33,11,4.4,"scooter",0,"No","Metropolitan","Stormy","Medium",1,"N",5
16,"Buffet ",38,15,4.7,"motorcycle",1,"No","Urban","Stormy","Low",1,"N",10
20,"Buffet ",24,22,4.6,"motorcycle",0,"No","Urban","Sandstorms","Medium",0,"N",10
29,"Meal ",32,7,4.8,"electric_scooter",2,"No","Metropolitan","Fog","Jam ",1,"Y",15
19,"Meal ",36,13,4.8,"electric_scooter",2,"No","Urban","Stormy","Low ",0,"Y",10
16,"Meal ",32,17,4.9,"electric_scooter",2,"No","Urban","Fog","Medium",1,"N",15
36,"Buffet ",35,9,4.9,"electric_scooter",2,"No","Semi-Urban","Stormy","Medium",1,"N",10
27,"Drinks ",23,1,4.9,"electric_scooter",2,"No","Semi-Urban","Cloudy","Medium",1,"N",10
45,"Meal ",30,1,4.3,"motorcycle",2,"Yes","Metropolitan","Cloudy","Jam ",0,"N",10
11,"Snack ",23,22,4.6,"electric_scooter",1,"No","Metropolitan","Sandstorms","Low",0,"N",15
20,"Buffet ",24,19,4.9,"scooter",0,"No","Semi-Urban","Fog","Low ",1,"Y",10
17,"Buffet ",28,16,4.8,"motorcycle",1,"No","Metropolitan","Sunny","Low ",0,"N",5
19,"Buffet ",24,18,4.5,"motorcycle",0,"No","Metropolitan","Sunny","Low ",1,"N",5
11,"Meal ",29,15,5,"scooter",1,"No","Urban","Cloudy","Medium",1,"Y",10
41,"Meal ",36,5,4.3,"motorcycle",2,"No","Urban","Fog","Medium",1,"Y",15
42,"Buffet ",35,22,4.4,"motorcycle",0,"No","Urban","Cloudy","Low ",1,"Y",10
41,"Meal ",20,17,5,"scooter",0,"No","Urban","Cloudy","Medium",2,"N",10
25,"Meal ",30,19,4.6,"motorcycle",0,"No","Urban","Sunny","Jam ",1,"N",10
42,"Snack ",21,18,4.9,"scooter",2,"No","Urban","Cloudy","Jam",1,"N",5
39,"Meal ",26,8,4.4,"motorcycle",1,"No","Urban","Stormy","High ",1,"N",10
31,"Meal ",32,8,4.1,"motorcycle",2,"No","Semi-Urban","Sandstorms","Medium",0,"Y",10
39,"Snack ",36,8,4.2,"motorcycle",0,"No","Metropolitan","Windy","Medium",1,"N",15
23,"Drinks ",28,16,4.8,"electric_scooter",1,"No","Metropolitan","Cloudy","Low ",1,"N",10
39,"Meal ",30,7,4.4,"electric_scooter",0,"No","Metropolitan","Windy","Medium",1,"N",10
29,"Snack ",38,8,5,"scooter",1,"No","Urban","Sandstorms","Medium",1,"Y",10
17,"Drinks ",22,6,4.7,"electric_scooter",2,"No","Metropolitan","Sandstorms","Jam ",1,"N",10
41,"Drinks ",35,22,5,"motorcycle",0,"No","Metropolitan","Fog","Jam ",1,"Y",15
17,"Buffet ",35,22,4.6,"scooter",2,"No","Urban","Sandstorms","Low",0,"N",15
25,"Snack ",21,9,5,"motorcycle",2,"No","Urban","Sandstorms","Jam ",0,"N",5
31,"Buffet ",34,19,4.5,"scooter",1,"No","Urban","Cloudy","Low",1,"N",20
24,"Snack ",34,17,4.6,"electric_scooter",1,"No","Semi-Urban","Sandstorms","Jam ",0,"Y",10
29,"Buffet ",21,2,4.8,"motorcycle",0,"No","Metropolitan","Fog","High ",1,"N",15
36,"Snack ",38,17,5,"electric_scooter",1,"No","Metropolitan","Cloudy","Jam",1,"N",15
14,"Buffet ",29,19,5,"motorcycle",1,"No","Urban","Stormy","Low",1,"Y",10
19,"Drinks ",25,3,4,"motorcycle",0,"No","Urban","Sandstorms","Low",1,"N",15
27,"Meal ",38,8,5,"electric_scooter",2,"No","Semi-Urban","Stormy","Low ",1,"N",10
30,"Buffet ",23,14,4.8,"motorcycle",0,"No","Urban","Cloudy","Medium",1,"N",10
25,"Snack ",20,7,4.9,"scooter",2,"No","Metropolitan","Sunny","Low ",1,"Y",15
29,"Drinks ",28,3,4.7,"scooter",1,"No","Metropolitan","Stormy","Low ",1,"N",5
21,"Snack ",31,12,4.4,"motorcycle",0,"No","Urban","Sandstorms","Low ",1,"Y",5
19,"Buffet ",34,23,4.6,"scooter",1,"No","Urban","Fog","Medium",0,"Y",5
17,"Snack ",31,23,4.8,"scooter",1,"No","Urban","Sunny","Medium",1,"Y",5
37,"Meal ",20,2,4.9,"motorcycle",0,"No","Urban","Stormy","Low ",1,"N",10
32,"Drinks ",20,2,4.1,"scooter",1,"No","Metropolitan","Cloudy","Medium",1,"N",15
20,"Drinks ",25,22,5,"scooter",1,"No","Urban","Sandstorms","Low",1,"N",10
34,"Drinks ",33,23,4.1,"motorcycle",1,"No","Metropolitan","Sandstorms","Medium",1,"N",10
44,"Drinks ",27,15,4,"electric_scooter",1,"No","Semi-Urban","Stormy","Medium",0,"N",15
26,"Snack ",36,13,4.8,"scooter",2,"No","Semi-Urban","Fog","High ",1,"Y",10
15,"Buffet ",25,5,4.9,"motorcycle",1,"No","Semi-Urban","Stormy","Low ",1,"N",10
10,"Buffet ",29,19,4.9,"scooter",2,"No","Urban","Windy","Low",0,"N",10
16,"Drinks ",23,23,4.6,"scooter",1,"No","Metropolitan","Sandstorms","Low ",1,"Y",15
38,"Snack ",39,9,4.6,"electric_scooter",0,"No","Metropolitan","Sunny","Medium",1,"N",15
18,"Drinks ",34,22,4.9,"motorcycle",1,"No","Metropolitan","Fog","Low ",1,"N",10
12,"Snack ",22,23,4.7,"electric_scooter",2,"No","Metropolitan","Sunny","Medium",0,"N",15
23,"Meal ",27,12,4.8,"electric_scooter",2,"No","Semi-Urban","Windy","Medium",0,"Y",10
21,"Snack ",32,17,5,"motorcycle",2,"No","Metropolitan","Fog","High ",0,"Y",15
18,"Drinks ",28,18,4.7,"motorcycle",1,"No","Urban","Windy","Low",0,"N",5
27,"Buffet ",24,22,5,"scooter",1,"No","Metropolitan","Sandstorms","Jam ",0,"N",5
10,"Snack ",34,23,4.9,"scooter",2,"No","Semi-Urban","Windy","Jam ",0,"Y",15
27,"Meal ",31,2,4.8,"motorcycle",2,"No","Metropolitan","Sunny","Low ",0,"N",10
18,"Buffet ",26,23,4.9,"electric_scooter",2,"No","Metropolitan","Fog","Low ",0,"N",15
20,"Drinks ",22,21,4.8,"scooter",1,"No","Metropolitan","Fog","Low ",0,"N",5
32,"Buffet ",21,18,4.2,"motorcycle",0,"No","Urban","Stormy","High",1,"N",5
18,"Drinks ",28,5,5,"motorcycle",0,"No","Metropolitan","Stormy","Medium",1,"N",15
23,"Snack ",35,23,4.9,"motorcycle",1,"No","Urban","Sandstorms","Jam ",1,"N",10
20,"Meal ",28,23,4.8,"scooter",2,"No","Semi-Urban","Stormy","Low ",1,"N",5
21,"Snack ",33,3,4.1,"scooter",0,"No","Urban","Sandstorms","Low",1,"N",15
42,"Snack ",39,21,5,"motorcycle",0,"No","Urban","Sandstorms","Low",1,"N",20
16,"Meal ",24,15,4.7,"motorcycle",2,"No","Metropolitan","Sandstorms","Low",0,"N",10
14,"Meal ",35,16,4.6,"scooter",1,"No","Metropolitan","Sunny","Medium",1,"N",15
41,"Snack ",31,5,4.2,"motorcycle",1,"No","Metropolitan","Fog","Jam ",1,"N",10
24,"Drinks ",25,9,4.7,"electric_scooter",1,"No","Urban","Sunny","Medium",1,"N",15
19,"Buffet ",23,21,4.9,"motorcycle",1,"No","Urban","Fog","Low ",0,"N",15
26,"Drinks ",21,23,4.7,"motorcycle",1,"No","Urban","Windy","Medium",1,"N",10
24,"Drinks ",30,12,4.9,"motorcycle",2,"No","Metropolitan","Stormy","Medium",1,"N",5
24,"Meal ",27,9,4.5,"scooter",1,"No","Urban","Stormy","Jam ",1,"Y",5
40,"Drinks ",23,2,4.7,"motorcycle",0,"No","Metropolitan","Fog","Jam ",0,"Y",15
30,"Buffet ",26,4,4.6,"electric_scooter",2,"No","Urban","Fog","Jam ",0,"N",15
11,"Snack ",35,21,4.8,"scooter",2,"No","Urban","Stormy","Jam",0,"N",15
28,"Drinks ",23,23,4.8,"motorcycle",0,"No","Semi-Urban","Fog","Medium",1,"N",10
30,"Meal ",29,2,4.6,"electric_scooter",2,"No","Semi-Urban","Stormy","Jam ",1,"Y",5
24,"Drinks ",20,8,4.7,"motorcycle",0,"No","Metropolitan","Cloudy","Jam ",1,"Y",10
29,"Meal ",30,18,4.8,"motorcycle",0,"No","Metropolitan","Windy","Jam ",1,"Y",15
38,"Meal ",26,9,4.6,"motorcycle",0,"No","Metropolitan","Windy","Jam ",1,"N",15
13,"Meal ",32,4,4.5,"motorcycle",1,"No","Urban","Stormy","Low",1,"N",15
28,"Snack ",25,9,4.9,"motorcycle",0,"No","Semi-Urban","Sunny","Low ",1,"N",10
28,"Drinks ",30,23,4.5,"scooter",2,"No","Urban","Windy","Medium",1,"N",10
54,"Meal ",24,19,4.6,"motorcycle",0,"Yes","Metropolitan","Fog","Jam ",3,"Y",5
39,"Buffet ",24,7,4.3,"motorcycle",1,"No","Metropolitan","Fog","High ",0,"N",10
35,"Meal ",29,8,2.8,"electric_scooter",2,"No","Semi-Urban","Sunny","Low ",1,"N",5
18,"Buffet ",39,7,4.7,"motorcycle",1,"No","Metropolitan","Fog","Low ",1,"N",15
17,"Meal ",29,17,4.6,"motorcycle",2,"No","Semi-Urban","Fog","Low",1,"N",15
18,"Snack ",29,19,5,"electric_scooter",2,"No","Urban","Sunny","Medium",1,"N",10
14,"Buffet ",31,17,4.9,"scooter",2,"No","Metropolitan","Stormy","Low ",1,"N",5
26,"Meal ",22,5,4.5,"electric_scooter",1,"No","Urban","Sunny","Medium",1,"Y",5
25,"Drinks ",22,17,4.6,"scooter",1,"No","Urban","Stormy","Low",0,"N",15
24,"Snack ",24,16,4.8,"electric_scooter",0,"No","Metropolitan","Windy","Low ",0,"N",5
38,"Buffet ",36,21,4.6,"scooter",2,"No","Urban","Cloudy","Jam",1,"N",5
16,"Drinks ",33,22,4.8,"motorcycle",2,"No","Metropolitan","Cloudy","Low ",0,"Y",5
26,"Drinks ",21,15,4.7,"electric_scooter",2,"No","Metropolitan","Sunny","Low ",1,"N",5
38,"Buffet ",36,18,4.1,"scooter",2,"No","Metropolitan","Cloudy","Medium",2,"N",10
34,"Drinks ",25,18,4.7,"motorcycle",1,"No","Metropolitan","Windy","High ",0,"N",5
23,"Meal ",34,15,5,"electric_scooter",1,"No","Urban","Sunny","Jam",1,"Y",15
35,"Buffet ",38,4,4.1,"motorcycle",2,"No","Urban","Fog","Medium",1,"Y",15
24,"Buffet ",20,3,4.5,"motorcycle",1,"No","Semi-Urban","Stormy","High ",1,"Y",15
24,"Meal ",28,14,5,"motorcycle",1,"No","Metropolitan","Sandstorms","Jam ",0,"N",5
26,"Snack ",27,15,4.8,"scooter",0,"No","Urban","Fog","Medium",1,"N",5
36,"Buffet ",25,2,4.9,"motorcycle",0,"No","Semi-Urban","Stormy","Jam ",0,"N",5
26,"Meal ",38,3,4.5,"motorcycle",2,"No","Urban","Fog","Medium",0,"Y",10
44,"Snack ",20,22,4.8,"scooter",1,"No","Urban","Cloudy","Jam",0,"N",15
34,"Snack ",39,10,2.6,"motorcycle",2,"No","Semi-Urban","Sunny","Low ",1,"N",5
21,"Drinks ",30,19,4.6,"motorcycle",0,"No","Urban","Sunny","Jam",0,"Y",5
25,"Snack ",22,15,5,"scooter",2,"No","Urban","Windy","Jam",0,"N",5
28,"Meal ",28,21,4.7,"motorcycle",0,"No","Metropolitan","Stormy","High ",1,"N",10
20,"Meal ",35,16,4.9,"scooter",2,"No","Urban","Windy","Medium",1,"N",10
33,"Meal ",25,3,4.1,"motorcycle",0,"No","Metropolitan","Sandstorms","Low ",1,"N",5
21,"Drinks ",25,23,4.9,"electric_scooter",1,"No","Metropolitan","Stormy","Low ",1,"N",15
39,"Snack ",39,8,4,"motorcycle",0,"No","Semi-Urban","Sandstorms","High ",1,"Y",5
14,"Drinks ",34,8,4.7,"scooter",2,"No","Metropolitan","Fog","Low ",0,"N",10
19,"Drinks ",23,17,4.5,"motorcycle",2,"No","Metropolitan","Stormy","Low ",1,"N",20
36,"Buffet ",32,19,5,"motorcycle",0,"No","Metropolitan","Fog","Low ",1,"N",10
19,"Drinks ",25,16,4.7,"scooter",1,"No","Urban","Stormy","Low",0,"N",10
16,"Snack ",31,16,5,"scooter",1,"No","Metropolitan","Sandstorms","Low ",0,"N",15
23,"Snack ",27,15,4.5,"motorcycle",2,"No","Metropolitan","Cloudy","High ",0,"Y",10
24,"Meal ",25,18,4.8,"scooter",2,"No","Urban","Sunny","Jam",1,"N",10
26,"Drinks ",22,9,4.6,"scooter",2,"No","Urban","Stormy","High ",1,"N",15
18,"Buffet ",30,6,4.9,"scooter",2,"No","Metropolitan","Sandstorms","Low ",1,"N",5
15,"Meal ",24,15,4.8,"motorcycle",2,"No","Metropolitan","Sandstorms","Medium",0,"N",5
15,"Drinks ",22,18,4.5,"motorcycle",2,"No","Urban","Cloudy","Low",0,"N",5
19,"Snack ",38,21,4.8,"scooter",1,"No","Semi-Urban","Sunny","Low ",1,"N",5
42,"Meal ",29,1,4.3,"motorcycle",0,"No","Urban","Sandstorms","Medium",2,"N",5
24,"Meal ",26,17,4.5,"motorcycle",1,"No","Urban","Sunny","High ",1,"N",5
16,"Meal ",27,15,4.6,"electric_scooter",1,"No","Metropolitan","Sunny","Medium",0,"N",5
23,"Snack ",23,9,4.9,"motorcycle",1,"No","Urban","Sunny","High ",0,"N",15
15,"Snack ",39,6,4.8,"scooter",2,"No","Urban","Stormy","Low",1,"N",15
27,"Drinks ",39,8,5,"motorcycle",0,"No","Metropolitan","Sandstorms","Medium",1,"N",10
45,"Buffet ",29,8,4.8,"electric_scooter",0,"No","Urban","Sandstorms","Jam ",3,"N",10
43,"Snack ",34,6,2.7,"scooter",1,"No","Urban","Sunny","Low ",2,"N",25
11,"Meal ",32,16,4.7,"motorcycle",2,"No","Metropolitan","Sunny","Low ",0,"N",10
29,"Drinks ",24,18,4.9,"motorcycle",0,"No","Metropolitan","Windy","Jam ",1,"Y",10
42,"Buffet ",21,16,4.9,"scooter",1,"No","Metropolitan","Cloudy","Medium",1,"N",15
34,"Drinks ",34,1,4.3,"motorcycle",1,"No","Urban","Cloudy","Jam ",1,"N",15
29,"Buffet ",34,5,4.9,"motorcycle",0,"No","Urban","Cloudy","High ",1,"Y",15
38,"Drinks ",28,5,4.4,"motorcycle",0,"No","Semi-Urban","Sandstorms","Jam ",2,"Y",15
15,"Meal ",31,23,4.8,"motorcycle",2,"No","Metropolitan","Sandstorms","Low ",1,"Y",5
38,"Meal ",38,5,4.7,"motorcycle",0,"No","Metropolitan","Fog","Jam ",1,"N",5
27,"Buffet ",32,9,4.2,"motorcycle",0,"No","Semi-Urban","Stormy","Low ",1,"Y",15
16,"Meal ",26,16,4.9,"electric_scooter",2,"No","Urban","Windy","Jam",1,"N",15
41,"Snack ",21,9,4.9,"motorcycle",0,"No","Semi-Urban","Fog","Low ",1,"N",5
38,"Drinks ",34,12,4,"motorcycle",0,"No","Metropolitan","Windy","Medium",1,"Y",10
21,"Buffet ",39,15,4.6,"scooter",0,"No","Metropolitan","Sunny","Jam ",1,"N",15
32,"Snack ",36,7,4.2,"electric_scooter",2,"No","Metropolitan","Sandstorms","Jam ",1,"Y",10
26,"Snack ",34,5,4.6,"motorcycle",1,"No","Metropolitan","Windy","Medium",0,"N",5
28,"Snack ",20,18,4.6,"scooter",2,"No","Urban","Stormy","Medium",0,"N",10
30,"Buffet ",24,15,4.6,"electric_scooter",1,"No","Urban","Stormy","Jam",1,"N",15
19,"Drinks ",33,18,4.9,"motorcycle",2,"No","Semi-Urban","Sunny","Medium",1,"N",5
15,"Drinks ",38,9,4.7,"scooter",1,"No","Metropolitan","Sandstorms","Low ",0,"N",5
44,"Meal ",38,11,5,"electric_scooter",2,"No","Metropolitan","Fog","Jam ",1,"N",5
27,"Buffet ",33,21,4.7,"electric_scooter",0,"No","Metropolitan","Windy","Medium",1,"Y",10
23,"Meal ",30,21,4.6,"scooter",2,"No","Semi-Urban","Sunny","Jam ",1,"Y",10
27,"Snack ",36,21,4.7,"motorcycle",1,"No","Urban","Stormy","Jam",1,"N",15
13,"Meal ",25,16,5,"electric_scooter",2,"No","Metropolitan","Sunny","High ",0,"N",10
40,"Buffet ",36,16,5,"electric_scooter",1,"No","Metropolitan","Fog","Jam ",1,"N",5
12,"Meal ",25,15,4.9,"electric_scooter",1,"No","Urban","Stormy","High ",0,"Y",5
20,"Drinks ",33,13,4.8,"scooter",1,"No","Urban","Fog","Jam ",1,"Y",5
19,"Drinks ",38,5,4.5,"motorcycle",1,"No","Semi-Urban","Stormy","Medium",0,"N",15
24,"Snack ",33,21,5,"motorcycle",0,"No","Urban","Fog","High",1,"N",5
26,"Snack ",29,21,4.7,"electric_scooter",2,"No","Metropolitan","Sandstorms","Low ",0,"N",5
19,"Snack ",28,12,4.7,"electric_scooter",2,"No","Semi-Urban","Fog","Low ",0,"N",10
16,"Meal ",36,19,4.9,"electric_scooter",1,"No","Metropolitan","Windy","Low ",1,"N",15
13,"Snack ",38,15,4.7,"scooter",2,"No","Metropolitan","Sunny","High ",0,"N",15
28,"Buffet ",29,23,4.7,"scooter",1,"No","Urban","Windy","High ",0,"N",15
16,"Drinks ",32,9,5,"motorcycle",1,"No","Metropolitan","Sunny","Low ",1,"N",15
23,"Drinks ",39,23,4.6,"electric_scooter",2,"No","Urban","Windy","Jam ",1,"Y",5
15,"Drinks ",25,13,4.6,"motorcycle",1,"No","Metropolitan","Sunny","Medium",0,"Y",10
35,"Meal ",38,3,4.2,"motorcycle",2,"No","Metropolitan","Fog","Jam ",1,"N",15
38,"Drinks ",32,4,5,"motorcycle",0,"No","Metropolitan","Stormy","High ",2,"N",15
26,"Drinks ",23,23,4.9,"motorcycle",0,"No","Metropolitan","Sandstorms","Low ",1,"Y",20
25,"Meal ",26,2,4.4,"motorcycle",0,"No","Semi-Urban","Windy","Low",1,"Y",5
17,"Meal ",32,16,4.9,"scooter",1,"No","Urban","Sunny","Low ",1,"N",15
27,"Snack ",20,18,4.7,"scooter",2,"No","Metropolitan","Stormy","Low ",1,"N",5
17,"Snack ",39,15,4.3,"scooter",0,"No","Metropolitan","Stormy","Low ",0,"N",10
28,"Snack ",35,23,5,"motorcycle",2,"No","Metropolitan","Fog","Jam ",1,"Y",5
38,"Buffet ",22,15,4.6,"motorcycle",0,"No","Urban","Stormy","Jam ",0,"N",5
28,"Snack ",36,22,4.6,"motorcycle",0,"No","Semi-Urban","Sunny","Jam ",1,"Y",10
15,"Snack ",24,23,4.5,"motorcycle",2,"No","Metropolitan","Sunny","Jam ",0,"N",15
14,"Meal ",22,22,4.8,"scooter",2,"No","Urban","Sandstorms","Jam",1,"N",15
27,"Buffet ",32,1,4.7,"motorcycle",1,"No","Metropolitan","Stormy","Medium",1,"Y",15
17,"Meal ",26,17,4.9,"motorcycle",1,"No","Metropolitan","Sunny","Jam ",1,"N",15
20,"Snack ",31,9,4.7,"motorcycle",0,"No","Metropolitan","Fog","Jam ",1,"N",5
15,"Buffet ",33,7,4.9,"scooter",2,"No","Metropolitan","Sandstorms","Low ",0,"N",5
34,"Buffet ",37,3,5,"motorcycle",2,"No","Metropolitan","Sandstorms","Medium",1,"N",10
28,"Buffet ",28,12,4.7,"motorcycle",1,"No","Metropolitan","Windy","Jam ",1,"N",15
28,"Meal ",26,23,4.8,"scooter",1,"No","Metropolitan","Stormy","High ",0,"N",10
23,"Buffet ",30,21,4.9,"scooter",0,"No","Urban","Fog","Low",1,"Y",15
13,"Meal ",24,23,4.6,"scooter",1,"No","Urban","Windy","High",0,"N",5
35,"Snack ",20,4,4.9,"scooter",0,"No","Semi-Urban","Stormy","Jam ",2,"N",15
44,"Drinks ",25,6,4.3,"scooter",2,"No","Metropolitan","Fog","Jam ",3,"N",10
13,"Buffet ",29,12,5,"scooter",1,"No","Metropolitan","Fog","Medium",0,"Y",5
29,"Buffet ",29,3,4.7,"electric_scooter",2,"No","Metropolitan","Stormy","Jam ",0,"N",10
45,"Buffet ",27,21,5,"motorcycle",2,"Yes","Metropolitan","Cloudy","Jam ",2,"Y",5
28,"Drinks ",37,15,4.8,"motorcycle",1,"No","Urban","Windy","High",0,"N",15
36,"Snack ",25,3,4,"motorcycle",0,"No","Metropolitan","Stormy","Medium",1,"N",10
10,"Drinks ",35,6,4.5,"motorcycle",1,"No","Urban","Sunny","Jam",0,"N",5
29,"Snack ",38,4,4.8,"motorcycle",1,"No","Metropolitan","Sandstorms","Low ",1,"N",5
37,"Drinks ",39,4,4.3,"motorcycle",0,"No","Metropolitan","Stormy","Medium",1,"N",5
30,"Drinks ",24,22,4.8,"scooter",2,"No","Urban","Fog","Low ",1,"N",10
27,"Snack ",27,23,4.9,"scooter",1,"No","Metropolitan","Stormy","Low ",1,"N",15
22,"Drinks ",22,8,5,"motorcycle",0,"No","Semi-Urban","Stormy","Low ",1,"N",10
22,"Buffet ",30,19,5,"electric_scooter",2,"No","Semi-Urban","Sandstorms","High ",1,"Y",5
29,"Meal ",33,13,4.8,"scooter",2,"No","Semi-Urban","Cloudy","High ",1,"N",15
26,"Buffet ",35,13,4.8,"electric_scooter",0,"No","Metropolitan","Windy","Jam ",1,"N",15
25,"Drinks ",33,17,4.9,"electric_scooter",2,"No","Semi-Urban","Sandstorms","Low ",1,"N",5
20,"Snack ",34,19,4.7,"scooter",2,"No","Urban","Sunny","Jam",0,"N",15
15,"Buffet ",38,21,4.7,"motorcycle",1,"No","Urban","Sunny","Medium",0,"Y",10
25,"Meal ",36,22,4.6,"motorcycle",0,"No","Metropolitan","Stormy","Medium",1,"Y",10
47,"Snack ",30,22,4.5,"electric_scooter",0,"No","Metropolitan","Fog","Jam ",0,"N",10
22,"Meal ",25,2,4.6,"motorcycle",0,"No","Semi-Urban","Sandstorms","High ",1,"N",5
28,"Snack ",27,14,4.6,"motorcycle",1,"No","Metropolitan","Sandstorms","Low ",1,"N",10
43,"Meal ",35,4,4.2,"electric_scooter",2,"No","Metropolitan","Fog","Medium",2,"N",15
18,"Snack ",22,18,4.9,"scooter",2,"No","Metropolitan","Cloudy","Low ",0,"N",10
21,"Meal ",29,17,4.7,"electric_scooter",2,"No","Urban","Fog","Low ",0,"Y",5
29,"Buffet ",20,2,4.8,"motorcycle",0,"No","Metropolitan","Stormy","High ",1,"N",10
42,"Snack ",31,7,4.9,"motorcycle",0,"No","Metropolitan","Stormy","High ",2,"N",15
